pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	perplexity	rank
0	The man wanted to listen to the new album of his favourite rock band.	The man turned up the music late at night.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'YES']	yes	0.4	AB_temp	thus	The man wanted to listen to the new album of his favourite rock band, then the man turned up the music late at night.	then	2999	['3', '7', '5', '8', '2', '1', '5', '10', '9', '7', '6', '4', '7', '4', '4']	2.472964932132188	5.466666666666667	39.286155700683594	3
0	The man turned up the music late at night.	The man wanted to listen to the new album of his favourite rock band.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES', 'YES']	yes	0.4	BA_temp	because	The man turned up the music late at night, after the man wanted to listen to the new album of his favourite rock band.	after	1263	['10', '9', '3', '7', '7', '10', '8', '5', '7', '10', '5', '2', '3', '9', '3']	2.7535835237417845	6.533333333333333	35.70246124267578	4
0	The man turned up the music late at night.	The man wanted to listen to the new album of his favourite rock band.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO', 'YES', 'NO']	no	-0.4	AB_cause	because	The man turned up the music late at night, so the man wanted to listen to the new album of his favourite rock band.	so	3482	['1', '1', '2', '1', '4', '1', '1', '5', '3', '1', '1', '2', '2', '1', '10']	2.360790827950104	2.4	29.41499900817871	2
0	The man turned up the music late at night.	The man wanted to listen to the new album of his favourite rock band.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.6	BA_cause	because	The man turned up the music late at night, because the man wanted to listen to the new album of his favourite rock band.	because	2215	['10', '10', '10', '10', '4', '10', '10', '6', '1', '3', '5', '1', '10', '10', '5']	3.444802848737017	7.0	21.50345230102539	1
0	The man turned up the music late at night.	The man wanted to listen to the new album of his favourite rock band.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_temp	because	The man turned up the music late at night, then the man wanted to listen to the new album of his favourite rock band.	then	3142	['1', '6', '3', '1', '6', '6', '4', '9', '7', '7', '10', '8', '1', '3', '6']	2.809507667427397	5.2	33.04383850097656	3
0	The man wanted to listen to the new album of his favourite rock band.	The man turned up the music late at night.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.2	BA_temp	thus	The man wanted to listen to the new album of his favourite rock band, after the man turned up the music late at night.	after	3956	['1', '3', '2', '6', '3', '6', '1', '10', '2', '4', '8', '3', '2', '1', '1']	2.679966832298904	3.533333333333333	59.79872131347656	4
0	The man wanted to listen to the new album of his favourite rock band.	The man turned up the music late at night.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_cause	thus	The man wanted to listen to the new album of his favourite rock band, so the man turned up the music late at night.	so	1968	['3', '1', '8', '1', '10', '7', '10', '4', '4', '6', '9', '9', '7', '2', '7']	3.0521395046025592	5.866666666666666	26.209579467773438	1
0	The man wanted to listen to the new album of his favourite rock band.	The man turned up the music late at night.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	thus	The man wanted to listen to the new album of his favourite rock band, because the man turned up the music late at night.	because	906	['1', '1', '5', '1', '1', '1', '10', '1', '1', '1', '6', '1', '2', '4', '5']	2.619584360585133	2.7333333333333334	37.24139404296875	2
1	Sarah does not like to eat junk food.	Sarah is likely to throw away a bag of chips offered by her friend.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	no	-0.2	BA_cause	thus	Sarah does not like to eat junk food, because Sarah is likely to throw away a bag of chips offered by her friend.	because	2778	['1', '1', '1', '1', '6', '6', '3', '7', '6', '3', '6', '1', '3', '2', '1']	2.2568414506414345	3.2	33.782615661621094	4
1	Sarah is likely to throw away a bag of chips offered by her friend.	Sarah does not like to eat junk food.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	because	Sarah is likely to throw away a bag of chips offered by her friend, so Sarah does not like to eat junk food.	so	1856	['3', '1', '4', '1', '1', '6', '1', '4', '1', '1', '1', '1', '6', '1', '8']	2.2997584414213788	2.6666666666666665	27.30954933166504	4
